PEAKID,URL,LAT,LON,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,PCLIMBED,PHOST_DESC,IS_HD_PEAK
PATR,https://nepalhimalpeakprofile.org/patrasi,29.42111111111112,82.5925,Patrasi which lies in Kanjiraba sub range of the Nepalese Himalayas is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Mugu/Dolpa,Jagdulla/Mugu,Patrasi,Spring 4000 (NRs),Spring 250 (USD),Patrasi Himal,Kande Hiunchuli North,Kanjiroba Himal (NE of Kande Huinchuli),6450.0,21161.0,10.0,7.0,True,False,False,,Opened,1.0,1.0,"Other map altitudes:
   6449m - Leomann
   6450m - HMG-MT, HMG-Finn, Japan MMW

Easternmost (and lowest) of a group of three peaks that are northeast of Kande Huinchuli. This group was called Sisne Himal on some earlier Swiss maps.",,0.0,,,,Unclimbed,,,,False,Nepal only,True
PAWR,,28.696042,84.508769,,Gandaki Pradesh,Manang/Gorkha,Nashong/Chum,Manaslu,,,Pawar Central,Chaar Baatsa,Pawar Himal (N of Larkya La),6621.0,21722.0,18.0,5.0,False,True,False,,,1.0,2.0,"Other map altitudes:
   6621m - HMG-Finn, Nepa",2015.0,1.0,PAWR15101,2015-05-09,France,"Paulo Grobel, Frank Bonhomme, Christian Hurgon, Dhan Bahadur Magar, Dipen  Nuppa Bhote, Jangbu Sherpa, Rajan Lama Bhote",,,,True,Nepal only,True
PBUK,https://nepalhimalpeakprofile.org/pabuk-khang,27.91,87.8906,,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Spring 4000 (NRs),Spring 250 (USD),Pabuk Kang,Kangata,Ohmi Kangri Himal (E of Nangamari I on Tibetan border),6244.0,20486.0,6.0,1.0,True,False,False,,Opened in 2003,4.0,1.0,"Other map altitudes:
   6244m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
PEMK,https://nepalhimalpeakprofile.org/pem-thang-karpo-ri,28.249166666666667,85.75055555555555,,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 5000 (NRs),Spring 400 (USD),Pemthang Karpo Ri,"Dome Blanc, Kan Karmo",Jugal Himal (NNW of Dorje Lhakpa on Tibetan border),6865.0,22523.0,8.0,3.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6830m - Japan MMW
   6865m - HMG-MT, HMG-Finn, Nepa

Confusion on older maps as to whether Pemthang Karpo Ri was an interior peak near Morimoto peak or the higher Pemthang Karpo Ri/Dome Blanc on the Tibetan border.",1955.0,1.0,PEMK55101,1955-05-14,"Switzerland, Nepal","Raymond Lambert, Ang Norbu Sherpa, Kami Tshering Sherpa, Pasang Sherpa, Pemba Gyaltzen Sherpa",,,,True,Nepal & China,True
PERH,https://nepalhimalpeakprofile.org/peri-himal,28.747222222222224,84.48166666666667,Peri is the sub range of the Nepalese Himalayas which is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang/NC,Nashong/NC,Peri,Spring 4000 (NRs),Spring 250 (USD),Peri Himal,,Peri Himal (SE of Cheo Himal on Tibetan border),6296.0,20656.0,18.0,5.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6296m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
PERI,https://nepalhimalpeakprofile.org/peri,28.35305555555556,85.72361111111111,,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 4000 (NRs),Spring 250 (USD),Peri,,Langtang Himal (SE of Langtang Ri on Tibetan border),6174.0,20256.0,13.0,3.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6174m - HMG-MT, HMG-Finn",2016.0,3.0,PERI16301,2016-12-06,"Italy, Nepal","Werner Frei, Pasang Sherpa, Sandesh Sherpa",,,,True,Nepal & China,True
PTHE,https://nepalhimalpeakprofile.org/pethangtse-east,27.949444444444445,87.03611111111111,Pethangtse East is part of the Mahalangur range of the Nepalese Himalayas and is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Pethangtse East,,Khumbu Himal (ESE of Pethangtse on Tibetan border),6572.0,21562.0,12.0,2.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6540m - Schneider
   6572m - HMG-MT, HMG-Finn",2008.0,1.0,PTHE08101,2008-05-16,UK,"Andrew Hughes, Alistair Barnard, Nichcolas Beighton, Chris Fawcett, Daniel Greig-Smith, Benjamin Sherwood",Climbed by British Services Makalu Expedition led by Andrew Hughes,,,True,Nepal & China,True
PETH,https://nepalhimalpeakprofile.org/pethangtse,27.9575,87.01833333333333,Pethangtse which lies in the Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Pethangtse,,Khumbu Himal (NW of Makalu on Tibetan border),6739.0,22110.0,12.0,2.0,True,False,False,,Opened in 2002,4.0,2.0,"Other map altitudes:
   6710m - Schneider
   6730m - Shangri La, Japan MMW
   6738m - NGS/Washburn Everest
   6739m - HMG-MT, HMG-Finn, Kielkowski",1954.0,1.0,PETH54101,1954-05-26,"New Zealand, Nepal","Michael Ball, Norman Hardie, Brian Wilkins, Urkien Sherpa",,,,True,Nepal & China,True
PHAR,https://nepalhimalpeakprofile.org/phari-lapcha,27.929166666666667,86.68361111111112,"Phali Lapcha is among the 33 popularly listed trekking peaks of Nepal. It is one of the genuine peaks with alpine setting, tempting the climber for the perfect climbing experience. It is located in Solukhumbu along the Mahalangur Range.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Spring 4000 (NRs),Spring 250 (USD),Pharilapcha,,Khumbu Himal (SW of Gokyo Lake),6017.0,19741.0,12.0,2.0,False,False,True,2002.0,Opened in 2002,1.0,2.0,"Other map altitudes:
   6017m - HMG-MT, HMG-Finn, Nepa
   6073m - Schneider",2003.0,1.0,PHAR03101,2003-05-19,Nepal,"Dinesh Devkota, Ongchu Sherpa, Namgyal Sherpa, Lhakpa Sherpa",,,,True,Nepal only,True
PHGE,https://nepalhimalpeakprofile.org/phunge,28.55444444444445,84.48583333333333,Phunge which lies in Manaslu sub range of the Nepalese Himalayas is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang,Nashong,Mansiri,Spring 5000 (NRs),Spring 400 (USD),Phunge,,,6524.0,21450.0,,,True,,,,Opened,,,,,,,,,,,,,,,False
PHNG,https://nepalhimalpeakprofile.org/phungi,28.83,84.40277777777779,Phungi which lies in the Peri sub range of the Nepalese Himalayas is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri,Spring 5000 (NRs),Spring 400 (USD),Phungi,,Peri Himal (SE of Ratna Chuli on Tibetan border),6524.0,21404.0,18.0,5.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6524m - HMG-MT, HMG-Finn

There is also another peak by the name of Phungi Himal (6538m) west of Manaslu.",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
PHNH,,28.5541,84.483065,,Gandaki Pradesh,Manang,Nashong/Chum,Manaslu,,,Phungi Himal,,Manaslu Himal (W of Manaslu),6538.0,21450.0,15.0,4.0,True,False,False,,Opened in 2003,1.0,2.0,"Other map altitudes:
   6396m - Leomann
   6398m - Nepa, Shangri La, Japan MMW
   6538m - HMG-MT, HMG-Finn

There is also another peak by the name of Phungi (6524m) east-southeast of Ratna Chuli.",2017.0,3.0,PHNH17301,2017-10-28,Russia,"Yuri Koshelenko, Akeksei Lonchinskiy",,,,True,Nepal only,True
PHOL,https://nepalhimalpeakprofile.org/phole,27.68583333333333,88.01,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD),Phole,,Kangchenjunga Himal (W of Kumbhakarna and Sobitongie),6645.0,21801.0,9.0,1.0,True,False,False,,Opened in 2002,1.0,1.0,"Other map altitudes:
   6645m - HMG-MT, HMG-Finn, Nepa, Shangri La, Japan MMW",,0.0,,,,Unclimbed,,,,False,Nepal only,True
PHUG,,28.734702,84.49172,,Gandaki Pradesh,Manang/NC,Nashong/NC,Peri,,,Phu Kang Go,"Phu Khang Go, Athahra Saya Khola Himal",Peri Himal (SE of Cheo on Tibetan border),6767.0,22201.0,18.0,5.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6767m - HMG-MT, HMG-Finn, Nepa",2011.0,3.0,PHUG11301,2011-10-27,"France, Belgium","Paulo Grobel, Benoit Van Lerberghe",,,,True,Nepal & China,True
PHUK,https://nepalhimalpeakprofile.org/phu-khang,28.793333333333337,84.44916666666667,Phu Khang which lies in the Peri sub range of the Nepalese Himalayas is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri,Spring 5000 (NRs),Spring 400 (USD),Phu Kang,Phu Khang,Peri Himal (N of Cheo Himal on Tibetan border),6694.0,21962.0,18.0,5.0,True,False,False,,Opened in 2003,4.0,2.0,"Other map altitudes:
   6694m - HMG-MT, HMG-Finn",2022.0,1.0,PHUK22101,2022-05-04,"S Korea, Nepal","Kim Mi-Gon, Kang Sin-Won, Jang Dae-Boo, Lee Kun-Jin, Kim Min-Soo, Chhiring Sherpa, Dawa Tshering Sherpa",,,,True,Nepal & China,True
PHUN,https://nepalhimalpeakprofile.org/phu-khang-north,28.820833333333333,84.43777777777778,Phu Khang North is part of Peri sub range of the Nepalese Himalayas and is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri,Spring 5000 (NRs),Spring 400 (USD),Phu Kang North,Phu Khang North,Peri Himal (N of Cheo Himal on Tibetan border),6580.0,21588.0,18.0,5.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6566m - HMG-Finn?
   6580m - HMG-MT

No peaks of 6680m shown on HMG-Finn in this region.",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
PHUR,https://nepalhimalpeakprofile.org/phurbi-chyachu,28.13055555555556,85.87194444444444,,Bagmati Pradesh,Sindhupalchok/NC,Jugal/NC,Jugal,Spring 5000 (NRs),Spring 400 (USD),Phurbi Chhyachu,Phurbi Ghyachu,Jugal Himal (SE of Dorje Lhakpa on Tibetan border),6637.0,21775.0,8.0,3.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   6637m - HMG-MT, HMG-Finn, Nepa
   6658m - Japan MMW",1982.0,1.0,PHUR82101,1982-05-01,"Japan, Nepal","Shintaro Kurokawa, Fumihito Ogawa, Hiromitsu Okamoto, Takashi Shingaki, Hajime Takigami, Ang Phuri Lama, Pemba Lama Sherpa",,,,True,Nepal & China,True
PISA,https://nepalhimalpeakprofile.org/pisang,28.64611111111111,84.18833333333333,"Pisang peak (6,091 m) lies just north of the Manang Valley which the famous
Annapurna Circuit passes through. While sometimes offered as a three-
day excursion from the village of Pisang, this can only be done if properly
acclimatised.
The climb since 2005 approaches via the West ridge. The upper part of the
ridge, above the high camp at 5,200 m, is guarded by huge rock slabs
which make it difficult to climb, especially in wet or snowy conditions. Inexperienced climbers may feel more comfortable on Island Peak or
nearby Chulu Far East.
Naturally there are fabulous views to be seen from the summit over the
Manang Valley and the Annapurna Range.
A German expedition made the first ascent of Pisang Peak in 1955.",Gandaki Pradesh,Manang,Nesyang/Nar,Damodar,Spring 4000 (NRs),Spring 250 (USD),Pisang,Jong Ri,Damodar Himal (N of Marysangdi Valley),6091.0,19984.0,3.0,5.0,False,False,True,1978.0,Opened,1.0,2.0,"Other map altitudes:
   6081m - Shangri La
   6091m - HMG-MT, HMG-Finn, Schneider, Nepa, Japan MMW, Leomann",1955.0,1.0,PISA55201,1955-06-10,W Germany,Juergen Wellenkamp,,,,True,Nepal only,True
PK04,https://nepalhimalpeakprofile.org/peak-4,27.85277777777777,87.01333333333334,Peak 4 which lies in Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha,Makalu,Mahalangur,Spring 4000 (NRs),Spring 250 (USD),Peak 4,Shershon Ri,Khumbu Himal (SE of Baruntse),6736.0,22100.0,12.0,2.0,True,False,False,,Opened in 2003,1.0,1.0,"Other map altitudes:
   6720m - Schneider, Nepa, Shangri La, Japan MMW
   6736m - HMG-MT, HMG-Finn

Some local maps incorrectly show a lower 6287m peak closer to the West Col and Baruntse as Peak 4.",,0.0,,,,Unclimbed,,,,False,Nepal only,True
PK41,https://nepalhimalpeakprofile.org/peak-41,27.7739,86.9114,Peak 41 which lies in Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu/Mahakulung,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Peak 41,"""True"" Mera Peak",Khumbu Himal (ESE of Ama Dablam),6648.0,21811.0,12.0,2.0,True,False,False,2002.0,Opened in 2002,1.0,2.0,"Other map altitudes:
   6623m - Schneider, Japan MMW
   6648m - HMG-MT, HMG-Finn, Nepa, Shangri La",2002.0,3.0,PK4102301,2002-10-16,Slovenia,"Matic Jost, Urban Golob, Uros Samec",Rumored that two Americans and two Swiss (and possibly others) summited in earlier years,,,True,Nepal only,True
PKAR,https://nepalhimalpeakprofile.org/pankar-himal,28.61638888888889,84.7425,Pankar is part of Kutang sub range of the Nepalese Himalayas and is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Shringi,Spring 4000 (NRs),Spring 250 (USD),Pankar Himal,,Manaslu Himal (ENE of Samagaon on Tibetan border),6264.0,20551.0,15.0,4.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6264m - HMG-MT, HMG-Finn",2018.0,1.0,PKAR18101,2018-05-08,Japan,"Yasuhiro Hanatani, Reo Chikara, Ryosuke Matsuyama, Daijo Saito, Tatsuro Sugimoto, Airi Watanabe",,,,True,Nepal & China,True
PLNG,,28.129182,86.644638,Located in Tibet North-West of Cho Oyu,,Gorkha,,Khumbu,,,Palung,Palung Ri,North of Cho Oyu (in Tibet),7012.0,23005.0,12.0,2.0,False,True,False,,Peak entirely within China,2.0,2.0,"Other map altitudes:
   7012m - Schneider",1952.0,1.0,PLNG52101,1952-05-13,New Zealand,"Edmund Hillary, George Lowe",,,,True,China only,True
POIN,,,,,,,,Khumbu,,,Pointed Peak,,"Khumbu Himal (N of Cholatse, S of Tshola La)",5850.0,19193.0,12.0,2.0,False,True,False,,,1.0,2.0,"Other map altitudes:
   5638m - HMG-Finn
   5666m - Kielkowski",1953.0,1.0,POIN53101,1953-04-01,UK,"Wilfred Noyce, Michael Ward, Charles Wylie",,,,True,Nepal only,True
POKA,,27.924711,86.833132,"Pokalde Peak (or Dolma Ri) is a mountain peak of Nepal situated 12 km southwest of Mount Everest. Pokalde Peak is one of the shortest and easiest trekking peaks in the Everest Region. The majority of the 650m climb from base camp requires little more than walking with short sections of scrambling up rock.During the trekking seasons this rocky peak is scarcely covered by snow. Despite its lack of any great technical difficulty, it offers trekkers the prospect of reaching 5,800m in elevation and superb views from the summit, particularly to the South East, North West and West. Other prominent mountains visible from the summit include Makalu, Ama Dablam and Pumori. Because of its relatively low difficulty and impressive summit vista's for this altitude, Pokalde is a popular commercial tourist peak in Nepal for those wishing to climb a Himalayan peak without needing to use ice axes and crampons.The first ascent of Pokalde Peak was made in April 1953 via the ridge adjoining the Pokalde summit with the Kongma La high pass (5535m). This ridge continues from Kongma La to the slightly higher Mehra Peak (Kongma Tse) at 5820m and beyond. Hence the prominence of Pokalde Peak is modest at 271m (889 feet). Most ascents of Pokalde Peak nowadays are made by skirting the opposite Makalu side of the mountain.Pokalde Peak can be easily climbed in half a day by a fit and acclimatised group with appropriate leadership. Despite its low difficulty, sections of Pokalde are quite exposed so it shouldn't be attempted in poor weather. Doing so would significantly increase the difficulty of the climb above that of a ""simple trekking peak"". The final pitch to the summit also involves a short section of near vertical scrambling which for amateurs should definitely be protected by rope.The base camp of Pokalde Peak is situated in a raised ""amphitheatre"" style valley with a large circular lake in the middle below the Kongma La pass. About 40 minutes from the base camp is the Kongma glacier. This glacier offers ice walls suitable for ice climbing training by appropriately equipped and motivated groups. The glacier is said to be receding in size.Footprint evidence of significant snow leopard activity has been witnessed in the vicinity of Pokalde Peak base camp. This is despite the popularity of the area in being the gateway to both a major trekking peak as well as a high pass.Even during the trekking seasons, it is not uncommon for overnight temperatures at base camp to be in excess of twenty degrees below freezing.By elevation Pokalde is# 67 out of 83 in Sagarmatha National Park# 82 out of 99 in SolukhumbuBy prominence Pokalde is# 43 out of 83 in Sagarmatha National Park# 85 out of 212 in Eastern Development Region# 56 out of 99 in Solukhumbu",Province 1,Solukhumbu/NC,,Khumbu,,,Pokalde,Dolma Ri,Khumbu Himal (N of Ama Dablam),5780.0,18963.0,12.0,2.0,False,False,True,1978.0,,1.0,2.0,"Other map altitudes:
   5778m - Kielkowski
   5780m - HMG-MT
   5794m - Shangri La, NGS/Washburn Everest
   5806m - Nepa, Schneider, Japan MMW

Altitude not shown on HMG-Finn map.",1953.0,1.0,POKA53101,1953-04-15,UK,"Tom Bourdillon, Wilfred Noyce, Michael Ward",,,,True,Nepal only,True
POKR,https://nepalhimalpeakprofile.org/pokhar-khang,28.81277777777778,84.22888888888889,,Gandaki Pradesh,Manang,Nar Phu,Damodar,Spring 4000 (NRs),Spring 250 (USD),Pokharkang,Pokhar Khang,Damodar Himal (N of Pisang Peak),6372.0,20906.0,3.0,5.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6346m - Leomann
   6372m - HMG-MT, HMG-Finn, Nepa

Pokharkang has twin peaks of 6372m and 6342m according to HMG-Finn map.",2002.0,3.0,POKR02301,2002-11-17,"UK, Nepal","Richard Scott, Dave Wynne-Jones, Kaji Sherpa","Japanese team led by Koichi Kato climbed NW Smt on Oct 31, 2002 [which they thought was the highest]",,,True,Nepal only,True
POTA,https://nepalhimalpeakprofile.org/pota-north,28.77583333333333,83.1975,,Karnali Pradesh,Dolpa,Chharka Tongsong,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD),Pota Himal North,Peak Hawley,Dhaulagiri Himal (NE of Putha Hiunchuli),6182.0,20282.0,4.0,6.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6182m - HMG-MT, HMG-Finn",2008.0,1.0,POTA08101,2008-05-09,France,Francois Damilano,,,,True,Nepal only,True
PASA,https://nepalhimalpeakprofile.org/pasang-lhamu-chuli,28.07333333333333,86.61694444444444,"Pasang Lhamu Chuli, also known as Jasumba, is about 5 km west of Cho Oyu. It was opened for expedition in 1995 and the name itself represents that it was named in honor of the first women to ascent Mt. Everest, Pasang Lhamu Sherpa.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Rs (NRs), (USD),Pasang Lhamu Chuli,Jasemba,Khumbu Himal (W of Cho Oyu & Cho Aui on Tibetan border),7350.0,24114.0,12.0,2.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   7350m - HMG-MT, HMG-Finn, Nepa 
   7351m - Kielkowski (as Nangpai Gosum I) 
   7352m - Japan MMW (as Cho Aui), Schneider

Pasang Lhamu Chuli (Jasemba) also called Cho Aui or Nangpai Gosum I on some older maps.",1986.0,3.0,PASA86301,1986-10-12,Japan,"Katsushi Emura, Yukitoshi Endo, Katsuo Matsuki, Yoshihiro Shikoda",,,"N Face (High 161:33 Apr 1996)
NE Side (High 175:88 Jun 1997)",True,Nepal & China,True
PUCH,https://nepalhimalpeakprofile.org/punchen-himal,28.660833333333333,85.14833333333334,"Punchen Himal part of Ganesh sub range of the Nepalese Himalayas lies in the Nepal-Tiber border, 30 km North of Ganesh Himal.",Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Mansiri,Rs (NRs), (USD),Punchen Himal,Puchen Himal,Shringi Himal (in Tsum Valley N of Pashuwo on Tibetan border),6049.0,19846.0,5.0,4.0,True,False,False,,Opened,4.0,1.0,"Other map altitudes:
   5996m - Nepa
   6049m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
PUMO,https://nepalhimalpeakprofile.org/pumo-ri,28.015,86.83055555555555,"Pumori is the part of Mahalangur range which lie in the border of Nepal and Tibet, China. It is 8 km away from Mt. Everest. The name Pumo Ri means “Mountain(Ri) Daughter(Pumo)” in Sherpa Language and it was named by George Mallory.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD),Pumori,,Khumbu Himal (WNW of Everest on Tibetan border),7138.0,23419.0,12.0,2.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   7138m - HMG-MT, HMG-Finn
   7145m - Schneider, Japan MMW
   7161m - Kielkowski
   7165m - Nepa, Shangri La, NGS/Washburn Everest

Altitude milestones on Pumori:
  East Col - 6350m",1962.0,1.0,PUMO62101,1962-05-17,"W Germany, Switzerland","Gerhard Lenser, Ernst Farrer, Ueli Huerlemann, Hans Ruetzel",,,"SE Side (MM 97:11 May 1984, High 175:86 Jun 1997)
S Face (AAJ 71:297 1997) (various routes)
S Face (AAJ 61:237 1987) (Scottish 1986 route)
E Side (AAJ 60:231 1986) (various routes)",True,Nepal & China,True
PURB,https://nepalhimalpeakprofile.org/purbung,28.80138888888889,84.02055555555556,,Gandaki Pradesh,Mustang/Manang,Nesyang/Barhagau,Damodar,Spring 5000 (NRs),Spring 400 (USD),Purbung Himal,Putrung,Damodar Himal (N of Chulu West),6500.0,21325.0,3.0,5.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6465m - Leomann
   6466m - Shangri La
   6500m - HMG-MT, HMG-Finn, Nepa",2021.0,3.0,PURB21301,2021-11-30,Germany,"Jost Kobusch, Nicolas Schweidtweiler",,,,True,Nepal only,True
PURK,https://nepalhimalpeakprofile.org/purkung,28.8147,83.9928,,Gandaki Pradesh,Mustang/Manang,Nesyang/Barhagau,Damodar,Spring 4000 (NRs),Spring 250 (USD),Purkhung,"Purkhang, Purkung",Damodar Himal (NE of Thorong La),6126.0,20098.0,3.0,5.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6126m - HMG-MT, HMG-Finn
   6166m - Nepa",2004.0,2.0,PURK04201,2004-08-16,Japan,"Yuchiro Ishihara, Satoru Endo, Hirayusu Hatsushiya, Teryuki Iwasaki, Terukai Kubo, Kazuko Takano, Hiroshi Yumoto, Ang Kami, Da Chhemba, Gelu, Lhakpa Tenzi, Pema Tenji, Wongchu Sherpas",,,,True,Nepal only,True
PUTH,https://nepalhimalpeakprofile.org/putha-hiun-chuli,28.747777777777777,83.14805555555556,,Karnali Pradesh,Dolpa/Rukum,Kaike/Chharka,Dhaulagiri,Spring 6000 (NRs),Spring 500 (USD),Putha Hiunchuli,Dhaulagiri VII,Dhaulagiri Himal (W of Churen Himal),7246.0,23773.0,4.0,6.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   7246m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1954.0,3.0,PUTH54301,1954-11-11,"UK, Nepal","J. O. M. Roberts, Ang Nyima Sherpa",,,NE Face (High 175:92 Jun 1997),True,Nepal only,True
PUTS,https://nepalhimalpeakprofile.org/putha-shoulder,28.736,83.145,,Gandaki Pradesh,Myagdi/Rukum,Dhawalagiri/Putha,Dhaulagiri,,,Putha Shoulder,,,6598.0,21647.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
PUTW,https://nepalhimalpeakprofile.org/putha-west,28.7432,83.1167,,Karnali Pradesh,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,,,Putha West,,,6620.0,21719.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
RAKS,https://nepalhimalpeakprofile.org/raksha-urai,30.00583333333333,81.12888888888888,,Sudhurpashchim Pradesh,Bajhang,Kanda,Urai Lekh,Spring 5000 (NRs),Spring 400 (USD),Raksha Urai,Raksha Urai III,Raksha Urai Himal (ESE of Nampa),6609.0,21683.0,2.0,7.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   6580m - Japan MMW
   6609m - HMG-MT, HMG-Finn
   6628m - Leomann

Leomann Sheet 1 shows the Raksha Urai Himal as a group 6 peaks (four peaks on one ridge with altitudes of 6345m, 6593m, 6628m and 6546m running north to south and an adjoining ridge with two peaks 6633m and 6371m). The 6633m peak is also called Dhaulasiri (and Dhaulagari on other maps).

The HMG-Finn map shows the Raksha Urai Himal as a group 6 peaks (four northern peaks on one ridge with altitudes of 6552m (aka Raksha Urai IV), 6609m (aka Raksha Urai III), 6420m (aka Raksha Urai II) and 6370m (aka Raksha Urai I) running north to south and a southern adjoining ridge with two peaks 6445m and 6638m). The Ministry of Tourism refers to the highest peak of northern group of four peaks as Raksha Urai and the highest peak of the southern group as Dhaulagari (or Dhaulasiri).",2003.0,3.0,RAKS03301,2003-10-15,"France, Nepal","Arnaud Clere, Catherine Couland, Gael Faroux, Keshab Raj Gurung",,,,True,Nepal only,True
RAMD,https://nepalhimalpeakprofile.org/ramdong-go,27.81861111111111,86.43361111111112,"Ramdung (5,925 m) is situated in the remote upper Rolwaling Valley due
south of the village of Na. It is often climbed in combination with Parchermo
(6,187 m) and a crossing into the Khumbu via the infamous Tashi Lapcha
pass (5,760m).
The trek into Rolwaling adds to the attraction of these peaks. It is much less
frequently visited than the Khumbu region and is a secretive valley which
twists and turns, with views restricted by steep forested cliffs, until the valley
opens up to superb Himalayan mountain scenery.
The straightforward normal route up the North East Face of the icy dome of
Ramdung is long and usually requires two camps for proper acclimatisation.
Basecamp is positioned below the Yalung La (5,310 m), and nearby Yalung
Peak (5,650 m) is an ideal acclimatisation climb. A spectacular high camp is
normally located on the glacier below the summit ridge.
The mountain offers a panoramic view of mountain ranges from Langtang to
Everest and a splendid view of the mighty triple topped peak Gauri Shankar
and Menlungtse.",Bagmati Pradesh,Dolakha/Ramechhap,Gaurishankar/Uma,Rolwaling,Spring 4000 (NRs),Spring 250 (USD),Ramdung,Ramdong Go,Rolwaling Himal (W of Tesi Laptsa),5900.0,19357.0,19.0,2.0,False,False,True,1978.0,Opened,1.0,2.0,"Other map altitudes:
   5900m - HMG-MT
   5930m - Nepa, Shangri La, Schneider, Japan MMW

Altitude not shown on HMG-Finn map.",1952.0,3.0,RAMD52301,1952-10-19,"UK, Nepal","Tom MacKinnon, Dawa Tenzing Sherpa, Mingma Sherpa",,,,True,Nepal only,True
RAMT,https://nepalhimalpeakprofile.org/ramtang,27.750833333333333,88.09583333333333,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD),Ramtang,,Kangchenjunga Himal (N of Kangbachen),6601.0,21657.0,9.0,1.0,True,False,False,,Opened in 1997,1.0,2.0,"Other map altitudes:
   6700m - Nepa, Shangri La, Japan MMW, Kielkowski
   6601m - HMG-MT, HMG-Finn",1930.0,1.0,RAMT30101,1930-05-19,"Austria, UK","Erwin Schneider, Frank Smythe",,,,True,Nepal only,True
